sample_order,sample_id,dataset.code_ascii_txt,id.layer_uuid_txt,id.scan_local_c,scan.mir.model.name_utf8_txt,scan.mir.model.code_any_txt,scan.mir.method.preparation_any_txt,scan.mir.license.title_ascii_txt,scan.mir.license.address_idn_url,scan.mir.doi_idf_url,N,P,K
319,e87543c78c7d1d5aafdbd82e2b9e4ad9,LUCAS.WOODWELL.SSL,e87543c78c7d1d5aafdbd82e2b9e4ad9,11135,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.08,0.0,0.188756458130851
320,e0f429fe46cdd8be8aa05082390d65b2,KSSL.SSL,e0f429fe46cdd8be8aa05082390d65b2,268390XN,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XN: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.09062,0.0,0.02314
321,651676511e0ef898ec1189b9bc2de762,KSSL.SSL,651676511e0ef898ec1189b9bc2de762,65349XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.44528,4.38045,0.13874
322,f4d9df52b482396a97327fa0a88adfca,KSSL.SSL,f4d9df52b482396a97327fa0a88adfca,156987XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.67898,97.36938,2.71425
323,76679246d9439cf1e56b75b02ec18b67,KSSL.SSL,76679246d9439cf1e56b75b02ec18b67,153145XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.36052,4.91171,5.49904
324,02d757e2f902c3ac8117434b19dcf71f,KSSL.SSL,02d757e2f902c3ac8117434b19dcf71f,66579XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.09161,21.34204,3.30482
325,1907feb687168c0cdca818cbb9f3a6a0,KSSL.SSL,1907feb687168c0cdca818cbb9f3a6a0,260731XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.19982,2.35821,0.27775
326,b42d1ce1ee649818030182524c9084d9,LUCAS.WOODWELL.SSL,b42d1ce1ee649818030182524c9084d9,11121,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.16,0.0,1.08905826384981
327,6d2fbd0b38025ed68fde9bf5e7545676,KSSL.SSL,6d2fbd0b38025ed68fde9bf5e7545676,250545XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.17105,1.13272,0.0
328,d46663e5ff6e75e4dfa118fa1c2b89f2,KSSL.SSL,d46663e5ff6e75e4dfa118fa1c2b89f2,248271XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0806,1.8898,0.04966
329,f3689a5ccd2d534f4bb08465968c5a3c,KSSL.SSL,f3689a5ccd2d534f4bb08465968c5a3c,245703XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.26648,4.55311,0.02584
330,134267ce6d1628bf9a912936f17da81c,KSSL.SSL,134267ce6d1628bf9a912936f17da81c,276359XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.08137,0.72654,0.09781
331,49092e4ad273ff2f5fac74786feda0be,KSSL.SSL,49092e4ad273ff2f5fac74786feda0be,150533XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.03517,0.40672,0.45662
332,1bd9bda1ba0790993d83482bfef86da5,LUCAS.WOODWELL.SSL,1bd9bda1ba0790993d83482bfef86da5,11184,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.06,0.0,0.0624072842600644
333,090ae092521d9e1c6500909f6739a050,KSSL.SSL,090ae092521d9e1c6500909f6739a050,248406XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.30831,40.36429,0.60568
334,667276a2db9fdf7e7d3c4f615603e1ff,KSSL.SSL,667276a2db9fdf7e7d3c4f615603e1ff,254301XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.37338,369.19509,9.46768
335,2b1f82b96b5fe20da26cf7d671f79b05,KSSL.SSL,2b1f82b96b5fe20da26cf7d671f79b05,253244XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.26026,2.65309,2.7668
336,26eee500fe39037153c2b7788ecabee2,LUCAS.WOODWELL.SSL,26eee500fe39037153c2b7788ecabee2,11162,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.17,15.0,1.40927924702031
337,a8eca9a6f1a8fbef4bcf2a59e26fcd82,KSSL.SSL,a8eca9a6f1a8fbef4bcf2a59e26fcd82,236980XN,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XN: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.05652,3.0571,0.04792
338,f81d1fc55054863e067452922f350e01,KSSL.SSL,f81d1fc55054863e067452922f350e01,281593XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.25113,7.55143,1.13186
339,0a0230f379d82f72d277645fbaec7040,KSSL.SSL,0a0230f379d82f72d277645fbaec7040,169636XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.55116,40.51334,2.8315
340,cb642067cab47b51cf7b68061a95aaf4,KSSL.SSL,cb642067cab47b51cf7b68061a95aaf4,161692XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.49568,132.40468,3.49821
341,cdf31644d4f5840f70e9684be56b23e5,KSSL.SSL,cdf31644d4f5840f70e9684be56b23e5,251764XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.4277,57.87149,7.09238
342,3fd241e7e4bca5c0a0d97a7f6bc706b4,KSSL.SSL,3fd241e7e4bca5c0a0d97a7f6bc706b4,162369XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0232,5.56543,0.094
343,e40e038291fc455e20f5b4503af46819,KSSL.SSL,e40e038291fc455e20f5b4503af46819,253336XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.08187,0.0,0.12495
344,f2725bf160884d12ddb406ad5a3aab43,KSSL.SSL,f2725bf160884d12ddb406ad5a3aab43,256329XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06148,6.5992,4.67683
345,2ab1b577303006be62bd47ec2acf7ee7,KSSL.SSL,2ab1b577303006be62bd47ec2acf7ee7,247699XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.27405,50.4926,1.16147
346,6ccecda6c722fc95376e1e2e36639778,KSSL.SSL,6ccecda6c722fc95376e1e2e36639778,260783XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.01006,2.62106,0.45411
347,daab472a9752137c6b6a63779153f156,KSSL.SSL,daab472a9752137c6b6a63779153f156,281345XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.21659,1.4267,0.40974
348,f1e4e04b35f2b0f9a957852df94c8232,KSSL.SSL,f1e4e04b35f2b0f9a957852df94c8232,255343XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.37003,34.08386,11.88083
349,609be570da9e73d0a037ecc579091d84,KSSL.SSL,609be570da9e73d0a037ecc579091d84,252537XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.27831,29.60489,0.31734
350,ebb10140bb7c00620a3f22d5620929d5,KSSL.SSL,ebb10140bb7c00620a3f22d5620929d5,321416XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.13316,0.12714,0.77083
351,27df2652620786fa544eeeb7287f69f1,KSSL.SSL,27df2652620786fa544eeeb7287f69f1,321428XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06059,3.42777,0.38353
352,8501f952b5a1ed0b04c047af5345fa66,LUCAS.WOODWELL.SSL,8501f952b5a1ed0b04c047af5345fa66,12191,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.08,0.0,0.712056882704998
353,998dbc24f7ffbc16e4ab6154f68111a8,KSSL.SSL,998dbc24f7ffbc16e4ab6154f68111a8,226776XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.13413,5.16185,0.19873
354,20ebaa1eec4b6761f19004862438f665,KSSL.SSL,20ebaa1eec4b6761f19004862438f665,322081XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.07095,0.3649,1.05959
355,38f685cc3a986996000462370fa32cea,KSSL.SSL,38f685cc3a986996000462370fa32cea,55186XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.04593,4.91845,0.45189
356,561f51dad9198b3984fc31a5f0d33e4c,LUCAS.WOODWELL.SSL,561f51dad9198b3984fc31a5f0d33e4c,12044,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.38,19.2,1.38932937746176
357,ded35db63be8e697119fd9d4f2492569,KSSL.SSL,ded35db63be8e697119fd9d4f2492569,248803XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.4849,0.42421,0.07256
358,721a77da054f515493a493a2c75ba0cb,KSSL.SSL,721a77da054f515493a493a2c75ba0cb,153950XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,4.36294,129.36026,0.8983
359,c2a2a2a3fb1422a4de7c9ee8bc223c93,LUCAS.WOODWELL.SSL,c2a2a2a3fb1422a4de7c9ee8bc223c93,11738,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.22,229.8,4.44268249015295
360,05c96f52dcc1c105b9b5ad6eb5de08d7,KSSL.SSL,05c96f52dcc1c105b9b5ad6eb5de08d7,57318XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.11104,9.00952,1.077
361,c792621fce64d34c15224e7fa5262a9e,KSSL.SSL,c792621fce64d34c15224e7fa5262a9e,153726XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.02493,0.2985,0.18655
362,fb33801c30826b5425fa5982d4d61954,LUCAS.WOODWELL.SSL,fb33801c30826b5425fa5982d4d61954,11823,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,2.44,68.7,3.394547035654
363,dbba82827e13daddc1c8372b3155a8e4,KSSL.SSL,dbba82827e13daddc1c8372b3155a8e4,158609XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.67152,30.21459,0.76298
364,fa10b1fe9a01f3dbc63a20b26212c703,KSSL.SSL,fa10b1fe9a01f3dbc63a20b26212c703,262825XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.76642,4.60212,0.09423
365,7fc56a70202a1fa9b164e561318bde24,LUCAS.WOODWELL.SSL,7fc56a70202a1fa9b164e561318bde24,11975,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.17,23.1,0.326359404573124
366,4f7cdfceb223ff1f958c8c4bf6c452f1,KSSL.SSL,4f7cdfceb223ff1f958c8c4bf6c452f1,57330XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.02004,0.25257,0.02305
367,30db98afaa4ab6328d6419ed52eab8b1,KSSL.SSL,30db98afaa4ab6328d6419ed52eab8b1,154259XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.40004,2.22462,0.94899
368,162031eea9510545d02ef86dd787661a,KSSL.SSL,162031eea9510545d02ef86dd787661a,179389XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.19495,2.25771,0.3562
369,ae0aa8379ea579d844caead6a4169c60,LUCAS.WOODWELL.SSL,ae0aa8379ea579d844caead6a4169c60,12142,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.11,0.0,0.747352805770116
370,4c8f8109094a3a6b44274974321cda05,KSSL.SSL,4c8f8109094a3a6b44274974321cda05,165299XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.01121,0.87984,0.32439
371,04905354e5eb36c8d152a525a1debea5,KSSL.SSL,04905354e5eb36c8d152a525a1debea5,252277XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.03022,0.14305,0.17282
372,72e4eb97049b5b32e3995b13e6668bdf,KSSL.SSL,72e4eb97049b5b32e3995b13e6668bdf,254098XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.5622,47.43424,0.91695
373,961d47cf7d10e023c65877bb6930c08b,KSSL.SSL,961d47cf7d10e023c65877bb6930c08b,153704XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06003,10.40948,2.64467
374,483de0facc629c3774ed81c7a3bcb2a9,KSSL.SSL,483de0facc629c3774ed81c7a3bcb2a9,64543XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06921,1.07381,0.1384
375,004dcd5bf6e4cfe4561fa86e44778c34,KSSL.SSL,004dcd5bf6e4cfe4561fa86e44778c34,260294XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.54481,10.89992,1.16383
376,f53024430b2f8a708dea7112e607d7fc,KSSL.SSL,f53024430b2f8a708dea7112e607d7fc,308134XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06279,12.41511,4.77282
377,a7a0e7efa50464fd2f4bb63acd696b46,KSSL.SSL,a7a0e7efa50464fd2f4bb63acd696b46,152176XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.04494,0.77443,0.56832
378,accb3de3d04e8d56a10b55eacfa3d99e,KSSL.SSL,accb3de3d04e8d56a10b55eacfa3d99e,245243XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.08122,1.17136,0.04411
379,7f052c2ecda64235a27751c35dead312,KSSL.SSL,7f052c2ecda64235a27751c35dead312,162288XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.15666,1.24162,0.13914
380,71b1523d3d1e50abfd901358eb701ee8,LUCAS.WOODWELL.SSL,71b1523d3d1e50abfd901358eb701ee8,12114,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.19,15.4,2.01135607959486
381,3916618534449b5691650a3c6cc3164a,KSSL.SSL,3916618534449b5691650a3c6cc3164a,245794XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.15302,3.32199,0.02497
382,e946e8215510f8fbb4938449671a7c09,KSSL.SSL,e946e8215510f8fbb4938449671a7c09,249362XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0301,1.15727,0.0
383,0aaaa8ef9342c8fa9afe998aff2eeafb,KSSL.SSL,0aaaa8ef9342c8fa9afe998aff2eeafb,156059XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.14482,13.19111,0.74651
384,86ab59dc3cae5e4c2dbe02fc1937d331,KSSL.SSL,86ab59dc3cae5e4c2dbe02fc1937d331,258947XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.49215,8.19614,4.94845
385,49d23efa0ea7d49fdacc9eadf3d396f8,KSSL.SSL,49d23efa0ea7d49fdacc9eadf3d396f8,154064XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,1.21247,0.02317
386,b45c6c79944dac733605d6bc6b6f4fb0,KSSL.SSL,b45c6c79944dac733605d6bc6b6f4fb0,261692XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.25718,27.48742,3.60897
387,6161145fee34bf461d0b081a091bb28a,KSSL.SSL,6161145fee34bf461d0b081a091bb28a,263493XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.75936,286.27703,3.91767
388,5f5069f3d8d809412086e71225ff7d4d,LUCAS.WOODWELL.SSL,5f5069f3d8d809412086e71225ff7d4d,11935,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.08,0.0,1.43536753798148
389,e384983de4f1b2d51cb7b59eb27bbae3,KSSL.SSL,e384983de4f1b2d51cb7b59eb27bbae3,109023XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.75353,0.0,0.80578
390,7c2379344f309053a2b0d42be398e8ec,KSSL.SSL,7c2379344f309053a2b0d42be398e8ec,240288XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.58378,9.58195,0.81765
391,06db6299b5aa1b93bcbb612d03caad29,KSSL.SSL,06db6299b5aa1b93bcbb612d03caad29,251723XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06013,0.76523,0.04418
